Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional
114,Moussa Diabaté,24,CHO,C,50,24,1258,17.5,.657,.008,.538,16.9,21.7,19.3,8.6,1.3,3.5,12.8,12.0,3.2,1.6,4.8,.183,0.3,0.6,0.8,0.9,,diabamo01
115,Marcus Smart,31,LAL,SG,44,37,1250,10.0,.549,.598,.282,2.9,9.2,6.2,13.4,2.1,1.2,15.4,16.2,0.3,0.9,1.2,.045,-2.7,-0.2,-2.9,-0.3,,smartma01
116,LaMelo Ball,24,CHO,PG,45,42,1247,18.5,.533,.559,.148,3.5,15.7,9.8,44.3,2.0,0.7,14.3,32.1,1.5,1.3,2.8,.109,3.8,-0.7,3.0,1.6,,ballla01
117,Luguentz Dort,26,OKC,SF,45,45,1246,8.5,.537,.709,.104,3.6,11.0,7.5,5.6,1.5,1.7,9.0,13.9,0.2,2.0,2.2,.084,-2.5,0.6,-1.9,0.0,,dortlu01
118,Bobby Portis,30,MIL,PF,51,9,1240,16.4,.579,.385,.084,6.2,24.0,15.2,10.5,1.2,0.6,8.5,22.6,1.0,1.2,2.2,.084,1.0,-1.3,-0.3,0.5,,portibo01
119,Cam Spencer,25,MEM,SG,51,14,1229,17.2,.656,.604,.248,2.2,9.6,5.9,33.1,1.4,0.4,14.4,17.8,3.3,0.8,4.1,.159,2.9,-0.5,2.4,1.4,,spencca01
120,Draymond Green,35,GSW,PF,46,46,1229,10.1,.539,.624,.169,3.0,20.9,11.9,26.3,1.5,2.2,25.6,17.1,-0.6,1.7,1.1,.043,-2.8,1.3,-1.5,0.1,,greendr01
121,Sam Hauser,28,BOS,PF,51,23,1227,12.1,.584,.862,.031,3.1,14.1,8.6,7.7,1.3,1.4,6.4,14.9,1.7,1.3,3.0,.117,0.6,-0.2,0.4,0.7,,hausesa01
122,Jamal Shead,23,TOR,PG,55,7,1225,10.8,.487,.543,.226,1.6,7.9,4.7,31.5,2.1,0.7,16.9,16.1,0.4,1.3,1.7,.066,-2.3,0.0,-2.3,-0.1,,sheadja01
123,Isaiah Collier,21,UTA,PG,48,12,1225,14.3,.578,.205,.416,1.7,9.5,5.6,40.3,1.8,1.1,21.7,18.6,1.3,0.2,1.5,.057,-0.8,-2.0,-2.8,-0.3,,colliis01
124,Zach LaVine,30,SAC,SG,39,37,1224,14.8,.614,.464,.260,0.7,9.4,4.9,11.5,1.1,0.7,10.8,23.8,1.2,0.1,1.3,.052,0.6,-2.2,-1.6,0.1,,lavinza01
125,Stephen Curry,37,GSW,PG,39,39,1222,22.7,.636,.602,.274,1.4,11.1,6.2,27.4,1.7,1.2,11.7,32.7,2.8,1.2,4.0,.158,6.3,-0.9,5.3,2.3,,curryst01
126,Jalen Duren,22,DET,C,44,44,1218,24.1,.667,.000,.483,15.0,26.6,20.9,9.8,1.6,2.8,12.5,22.6,3.6,2.4,6.1,.239,3.1,0.4,3.5,1.7,,durenja01
127,Kyle Filipowski,22,UTA,C,55,19,1216,14.4,.577,.341,.326,8.6,24.3,16.4,13.0,1.8,1.8,14.3,18.3,1.0,0.8,1.7,.068,-1.4,-0.9,-2.3,-0.1,,filipky01
128,Mark Williams,24,PHO,C,50,46,1202,22.6,.698,.003,.414,13.9,23.6,18.6,6.8,2.0,3.7,10.9,17.1,3.8,2.0,5.7,.229,2.1,0.6,2.7,1.4,,willima07
129,LeBron James,41,LAL,SF,36,36,1200,20.6,.585,.284,.342,2.4,17.5,10.2,33.9,1.6,1.6,14.1,28.5,1.9,1.0,2.9,.115,3.3,-0.4,2.9,1.5,,jamesle01
130,Sandro Mamukelashvili,26,TOR,C,53,11,1199,18.0,.638,.459,.248,7.5,17.7,12.5,12.5,1.6,2.6,9.0,18.5,2.5,1.6,4.2,.167,2.0,0.6,2.5,1.4,,mamuksa01
131,Santi Aldama,25,MEM,PF,43,11,1198,16.4,.572,.420,.239,6.0,19.6,12.8,15.6,1.5,2.4,9.5,20.1,1.4,1.4,2.7,.109,1.2,0.6,1.8,1.2,,aldamsa01
132,P.J. Washington,27,DAL,PF,39,36,1197,12.8,.528,.340,.277,4.8,18.8,12.0,8.8,1.5,3.5,13.0,21.1,-0.8,1.7,0.9,.037,-2.2,0.7,-1.4,0.2,,washipj01
133,Isaac Okoro,25,CHI,SG,46,46,1196,9.9,.574,.460,.236,4.5,6.4,5.5,7.8,1.2,1.7,7.8,13.6,1.1,0.5,1.6,.063,-3.0,-1.1,-4.1,-0.6,,okorois01
134,Zion Williamson,25,NOP,PF,40,33,1187,23.1,.629,.005,.575,8.0,14.3,11.1,19.8,1.6,1.9,11.8,27.4,3.0,0.6,3.7,.148,3.6,-0.7,2.9,1.5,,willizi01
135,Jimmy Butler,36,GSW,SF,38,38,1182,23.5,.646,.184,.621,8.1,11.6,9.9,24.2,2.2,0.6,9.3,23.2,4.7,1.3,6.0,.243,4.9,0.6,5.5,2.3,,butleji01
136,De'Andre Hunter,28,2TM,SF,45,25,1176,11.4,.545,.491,.285,2.8,14.4,8.6,10.6,1.2,0.5,11.7,22.5,0.2,1.0,1.2,.048,-2.5,-1.4,-3.9,-0.6,,huntede01
136,De'Andre Hunter,28,CLE,SF,43,23,1125,12.0,.553,.492,.284,2.8,14.9,8.8,10.9,1.3,0.5,11.6,22.6,0.4,1.0,1.4,.060,-2.1,-1.2,-3.3,-0.4,,huntede01
136,De'Andre Hunter,28,SAC,SF,2,2,51,-3.4,.347,.474,.316,2.1,4.5,3.3,2.5,0.0,0.0,15.6,21.4,-0.2,0.0,-0.2,-0.226,-11.0,-5.7,-16.8,-0.2,,huntede01
137,Jarrett Allen,27,CLE,C,43,43,1175,20.7,.661,.023,.440,9.3,23.8,16.5,10.4,1.7,2.9,11.0,18.8,3.0,1.7,4.7,.191,1.3,0.7,2.0,1.2,,allenja01
138,Jerami Grant,31,POR,PF,40,21,1164,15.6,.594,.467,.450,3.4,9.8,6.5,12.5,1.1,2.0,11.7,24.8,1.8,0.7,2.5,.105,1.1,-1.4,-0.2,0.5,,grantje01
139,Terance Mann,29,BRK,SG,46,42,1163,10.7,.556,.401,.225,5.1,10.1,7.5,20.0,1.5,0.9,14.7,13.7,1.1,0.6,1.6,.067,-2.6,-0.5,-3.1,-0.3,,mannte01
140,Brice Sensabaugh,22,UTA,SF,53,10,1162,13.4,.585,.542,.246,3.5,11.1,7.3,10.3,1.5,0.4,10.3,22.5,0.8,0.0,0.9,.037,-0.4,-2.8,-3.2,-0.4,,sensabr01
141,Kel'el Ware,21,MIA,C,52,29,1162,20.0,.619,.336,.164,13.6,28.7,21.1,3.6,1.6,4.2,8.8,18.2,2.1,2.3,4.4,.180,1.8,0.1,1.9,1.2,,wareke01
142,Victor Wembanyama,22,SAS,C,40,31,1161,28.0,.624,.307,.443,7.4,33.2,20.5,15.9,1.6,8.1,11.8,32.2,2.6,2.8,5.5,.226,5.4,3.4,8.8,3.2,,wembavi01
143,Vit Krejci,25,2TM,PG,52,8,1159,11.6,.632,.767,.115,2.1,8.0,5.0,9.2,1.7,1.2,7.9,14.6,1.4,0.8,2.2,.092,-1.3,-0.3,-1.5,0.1,,krejcvi01
143,Vit Krejci,25,ATL,PG,46,8,1028,11.3,.639,.776,.117,2.0,8.3,5.1,8.7,1.7,1.1,8.5,14.4,1.1,0.7,1.9,.087,-1.4,-0.3,-1.8,0.1,,krejcvi01
143,Vit Krejci,25,POR,PG,6,0,131,14.2,.588,.708,.104,3.2,5.9,4.5,13.4,1.8,2.0,3.8,16.1,0.3,0.1,0.4,.135,0.2,0.0,0.2,0.1,,krejcvi01
144,Brandon Miller,23,CHO,SF,38,38,1158,16.3,.559,.486,.231,4.1,13.2,8.8,17.6,1.7,2.6,12.9,29.3,0.7,1.3,1.9,.080,1.0,-0.4,0.6,0.8,,millebr02
145,Alex Sarr,20,WAS,C,41,41,1156,20.3,.554,.207,.237,8.7,20.6,14.6,16.3,1.4,6.2,9.9,25.4,1.1,0.9,2.0,.082,1.5,-0.1,1.4,1.0,,sarral01
146,Jordan Goodwin,27,PHO,PG,52,4,1154,14.5,.511,.534,.096,9.3,14.5,11.8,14.5,3.3,0.9,10.6,18.2,0.9,1.7,2.6,.107,0.2,1.4,1.6,1.0,,goodwjo01
147,Egor Dёmin,19,BRK,PG,46,39,1151,11.9,.575,.722,.143,2.0,13.0,7.2,20.6,1.6,1.1,16.0,19.4,0.3,0.7,1.0,.043,-0.4,-0.7,-1.2,0.2,,demineg01
148,Jock Landale,30,2TM,C,49,26,1146,17.4,.610,.343,.233,14.1,15.0,14.6,10.5,1.1,2.1,9.6,18.4,2.3,1.0,3.3,.137,1.4,-1.0,0.4,0.7,,landajo01
148,Jock Landale,30,MEM,C,45,25,1060,16.9,.594,.332,.229,14.3,15.2,14.7,10.5,1.1,1.9,9.7,18.5,1.9,0.9,2.9,.130,1.0,-1.0,0.0,0.5,,landajo01
148,Jock Landale,30,ATL,C,4,1,86,23.6,.825,.500,.286,12.4,12.7,12.6,10.5,0.5,4.2,8.7,16.8,0.3,0.1,0.4,.225,6.1,-0.3,5.8,0.2,,landajo01
149,Dennis Schröder,32,2TM,PG,44,14,1135,13.4,.521,.396,.306,2.1,11.1,6.5,28.8,1.6,0.6,13.9,22.6,0.3,0.3,0.6,.027,-0.6,-1.7,-2.3,-0.1,,schrode01
149,Dennis Schröder,32,SAC,PG,40,14,1056,13.8,.531,.393,.315,2.3,10.9,6.5,29.2,1.5,0.5,14.1,22.6,0.5,0.2,0.7,.030,-0.1,-1.8,-2.0,0.0,,schrode01
149,Dennis Schröder,32,CLE,PG,4,0,79,9.0,.394,.429,.200,0.0,13.9,6.9,24.8,3.0,1.2,11.6,22.6,-0.1,0.1,0.0,-0.019,-7.0,0.2,-6.8,-0.1,,schrode01
150,Ajay Mitchell,23,OKC,SG,43,9,1129,17.3,.590,.300,.287,2.9,11.1,7.2,20.0,2.6,1.2,11.7,22.3,1.6,2.1,3.7,.157,0.4,1.6,2.0,1.1,,mitchaj01
151,Maxime Raynaud,22,SAC,C,48,30,1127,14.3,.594,.113,.224,8.0,24.1,15.8,6.5,1.0,1.8,10.6,16.8,1.1,0.6,1.8,.075,-2.0,-1.3,-3.3,-0.4,,raynama01
152,Isaiah Stewart,24,DET,C,48,13,1116,14.8,.622,.313,.307,7.9,16.6,12.3,6.8,0.6,7.3,12.7,16.3,1.5,1.9,3.4,.145,-1.5,1.3,-0.2,0.5,,stewais01
153,Sidy Cissoko,21,POR,SF,50,24,1114,7.8,.541,.618,.277,4.9,7.8,6.3,9.0,1.6,1.3,15.3,12.8,0.3,0.7,1.1,.046,-3.7,-0.1,-3.8,-0.5,,cissosi01
154,Gary Trent Jr.,27,MIL,SG,47,17,1108,8.0,.536,.731,.118,0.6,4.6,2.6,8.5,1.2,0.3,6.7,15.6,0.1,0.3,0.4,.019,-3.0,-1.8,-4.8,-0.8,,trentga02
155,Nique Clifford,23,SAC,SG,52,10,1107,7.7,.486,.426,.181,4.1,12.5,8.2,10.6,1.5,1.4,15.0,15.9,-0.9,0.4,-0.6,-0.024,-4.3,-1.2,-5.5,-1.0,,cliffni01
156,Oso Ighodaro,23,PHO,PF,55,7,1102,12.6,.622,.005,.332,8.2,17.1,12.6,12.2,2.3,2.9,21.7,12.0,0.8,1.6,2.4,.105,-2.9,2.2,-0.7,0.4,,ighodos01
157,Jay Huff,27,IND,C,55,31,1101,15.5,.594,.635,.155,4.9,15.9,10.3,9.6,1.3,8.3,9.7,17.1,1.0,1.5,2.4,.106,-0.9,2.0,1.1,0.9,,huffja01
158,Josh Giddey,23,CHI,PG,34,31,1090,19.3,.575,.343,.379,4.1,24.5,14.4,40.1,1.3,0.9,18.0,25.8,1.4,0.9,2.4,.105,2.7,0.2,2.9,1.4,,giddejo01
159,Kentavious Caldwell-Pope,32,MEM,SG,51,14,1088,11.0,.533,.475,.219,2.0,10.3,6.2,17.6,1.9,0.7,13.2,17.6,0.2,0.9,1.1,.050,-2.4,-0.1,-2.5,-0.1,,caldwke01
160,Spencer Jones,24,DEN,SF,46,34,1086,9.3,.635,.592,.230,5.6,9.2,7.5,4.4,1.9,1.7,10.8,9.8,1.1,0.7,1.9,.083,-2.3,-0.3,-2.6,-0.2,,jonessp01
161,Kevin Huerter,27,2TM,SF,48,11,1085,13.1,.554,.548,.132,2.5,14.8,8.7,15.5,1.7,2.2,10.2,19.4,0.4,0.9,1.3,.058,-1.2,0.0,-1.2,0.2,,huertke01
161,Kevin Huerter,27,CHI,SF,44,11,1037,13.3,.559,.552,.139,2.4,15.0,8.8,15.8,1.6,2.2,10.3,19.4,0.5,0.8,1.3,.059,-1.0,-0.1,-1.1,0.3,,huertke01
161,Kevin Huerter,27,DET,SG,4,0,48,9.2,.447,.474,.000,4.7,11.4,8.1,8.6,3.0,2.1,9.5,18.1,0.0,0.1,0.0,.039,-5.2,1.7,-3.5,0.0,,huertke01
162,Klay Thompson,35,DAL,SF,49,8,1083,11.0,.533,.723,.072,1.4,10.0,5.8,9.0,1.1,1.2,8.3,22.5,-0.5,0.9,0.4,.019,-0.4,-1.2,-1.6,0.1,,thompkl01
163,Jusuf Nurkić,31,UTA,C,41,36,1083,16.5,.548,.198,.316,10.6,32.3,21.4,25.6,2.3,2.0,19.9,19.4,0.5,1.1,1.6,.070,-0.5,1.5,1.0,0.8,,nurkiju01
164,Pelle Larsson,24,MIA,SG,45,32,1077,13.5,.600,.378,.348,3.4,10.9,7.1,18.4,1.2,0.8,11.5,16.3,1.6,1.1,2.7,.122,-0.8,0.6,-0.3,0.5,,larsspe01
165,Tristan Da Silva,24,ORL,SF,48,14,1072,10.6,.541,.521,.105,3.3,13.1,8.1,7.6,1.8,1.1,9.5,16.5,0.1,1.1,1.2,.052,-1.8,-0.2,-1.9,0.0,,dasiltr01
166,Svi Mykhailiuk,28,UTA,SF,45,41,1071,10.7,.621,.646,.079,3.0,8.5,5.7,10.9,1.0,0.3,10.4,14.1,1.1,-0.2,0.9,.042,-0.4,-1.9,-2.2,-0.1,,mykhasv01
167,Grayson Allen,30,PHO,SG,35,26,1059,16.1,.578,.673,.214,2.5,8.7,5.5,19.6,2.3,0.9,10.3,22.9,1.7,1.1,2.8,.127,2.0,0.1,2.1,1.1,,allengr01
168,Kelly Oubre Jr.,30,PHI,SF,32,27,1045,12.5,.585,.463,.264,3.0,13.2,8.0,7.0,1.9,1.8,9.9,17.1,0.8,1.0,1.8,.082,-1.2,-0.2,-1.4,0.1,,oubreke01
169,Luke Kennard,29,2TM,SG,50,1,1040,13.8,.717,.606,.152,2.3,9.4,5.8,13.6,1.6,0.4,11.1,12.8,2.1,0.7,2.8,.128,0.2,0.0,0.3,0.6,,kennalu01
169,Luke Kennard,29,ATL,SG,46,0,944,13.5,.713,.621,.146,2.2,9.3,5.7,13.4,1.6,0.5,11.1,12.7,1.8,0.6,2.4,.123,0.1,0.0,0.1,0.5,,kennalu01
169,Luke Kennard,29,LAL,SG,4,1,96,16.5,.763,.458,.208,3.8,10.7,7.3,16.0,1.5,0.0,10.3,13.2,0.3,0.1,0.4,.179,1.6,0.2,1.7,0.1,,kennalu01
170,Tobias Harris,33,DET,PF,37,37,1033,14.2,.569,.374,.252,3.8,15.5,9.7,11.6,1.4,0.9,8.4,19.1,1.4,1.5,2.9,.135,0.3,0.3,0.6,0.7,,harrito02
171,Dominick Barlow,22,PHI,PF,43,36,1032,14.9,.623,.240,.282,10.1,13.0,11.5,7.1,2.0,2.3,10.6,13.5,1.8,1.0,2.9,.133,-0.3,0.2,-0.1,0.5,,barlodo01
172,Collin Sexton,27,2TM,SG,45,13,1030,16.8,.609,.344,.366,2.6,7.2,5.0,25.0,1.9,0.6,15.7,25.8,1.6,0.8,2.4,.113,0.9,-0.9,-0.1,0.5,,sextoco01
172,Collin Sexton,27,CHO,SG,42,12,938,17.6,.619,.350,.372,2.2,7.3,4.8,26.5,1.9,0.7,15.6,25.6,1.8,0.8,2.5,.130,1.6,-0.6,0.9,0.7,,sextoco01
172,Collin Sexton,27,CHI,SG,3,1,92,8.9,.518,.289,.311,5.9,6.9,6.4,9.6,1.5,0.0,16.4,28.0,-0.2,0.0,-0.1,-0.063,-6.2,-4.2,-10.4,-0.2,,sextoco01
173,Josh Okogie,27,HOU,SG,52,29,1021,9.9,.559,.553,.251,6.7,9.0,7.9,5.8,2.4,1.1,12.6,11.4,0.8,1.2,2.0,.094,-2.5,1.0,-1.4,0.1,,okogijo01
174,Tre Jones,26,CHI,PG,38,20,1020,18.5,.648,.212,.457,2.6,9.3,6.0,30.2,2.3,0.6,12.5,17.1,2.9,0.7,3.6,.169,1.0,0.4,1.4,0.9,,jonestr01
175,Zaccharie Risacher,20,ATL,SF,42,42,1018,11.0,.542,.475,.151,3.8,11.7,7.7,7.5,1.8,2.0,8.9,18.4,-0.1,0.9,0.8,.038,-2.8,-0.9,-3.7,-0.4,,risacza01
176,Ron Holland,20,DET,SF,49,5,1016,11.5,.504,.373,.282,5.8,17.4,11.6,9.2,3.2,1.8,14.3,18.7,-0.4,2.0,1.7,.079,-3.5,1.8,-1.7,0.1,,hollaro01
177,Brandon Williams,26,DAL,PG,46,12,1012,15.9,.555,.255,.412,2.6,11.1,6.9,25.1,2.2,0.7,14.5,25.5,0.3,1.1,1.4,.069,-0.9,0.4,-0.5,0.4,,willibr03
178,Luke Kornet,30,SAS,C,44,22,1006,18.7,.693,.000,.416,14.5,16.8,15.7,11.3,1.0,4.8,7.5,10.6,3.3,1.6,4.9,.234,1.8,2.1,3.8,1.5,,kornelu01
179,Caleb Love,24,POR,SG,45,1,999,11.0,.500,.598,.101,2.7,9.8,6.2,18.4,1.3,0.4,10.7,22.9,0.0,0.5,0.6,.027,-1.1,-1.8,-2.9,-0.2,,loveca01
180,Tre Johnson,19,WAS,SG,40,22,999,12.5,.570,.520,.154,2.2,9.4,5.8,12.8,1.2,1.1,11.0,21.2,0.5,0.0,0.5,.024,-0.5,-2.2,-2.7,-0.2,,johnstr03
181,Isaiah Joe,26,OKC,SG,47,3,993,14.7,.644,.793,.245,2.5,10.1,6.5,9.0,1.4,0.9,7.0,18.0,2.0,1.5,3.4,.167,1.6,0.0,1.6,0.9,,joeis01
182,Nicolas Batum,37,LAC,PF,51,4,992,7.8,.593,.951,.060,2.3,13.1,7.9,5.7,1.9,1.8,15.3,10.0,0.2,0.8,1.0,.049,-2.1,0.5,-1.6,0.1,,batumni01
183,Ryan Kalkbrenner,24,CHO,C,43,27,986,17.6,.759,.010,.404,12.5,16.9,14.7,4.1,1.3,5.9,16.2,11.9,2.1,1.3,3.4,.168,0.0,1.1,1.2,0.8,,kalkbry01
184,Miles McBride,25,NYK,SG,35,14,981,13.5,.592,.671,.119,2.4,7.8,5.1,13.6,1.5,0.6,6.8,17.6,1.7,0.9,2.6,.127,1.3,0.0,1.3,0.8,,mcbrimi01
185,Dean Wade,29,CLE,PF,43,22,980,10.4,.564,.735,.176,3.9,16.0,9.9,8.5,1.7,1.6,5.6,9.9,1.1,1.1,2.2,.110,-1.3,1.2,-0.2,0.5,,wadede01
186,Javonte Green,32,DET,SG,53,4,979,13.2,.591,.565,.312,4.8,11.5,8.2,5.2,3.4,1.6,10.0,14.7,1.0,1.8,2.9,.141,-1.2,2.4,1.2,0.8,,greenja02
187,Patrick Williams,24,CHI,PF,51,3,979,9.0,.507,.538,.147,4.2,12.2,8.2,8.9,1.6,1.3,11.9,17.0,-0.5,0.6,0.1,.005,-2.9,-1.3,-4.2,-0.6,,willipa01
188,Aaron Nesmith,26,IND,SF,32,29,977,10.8,.532,.554,.232,4.5,12.5,8.4,10.2,1.0,1.6,10.1,19.7,0.0,0.6,0.6,.031,-1.8,-1.3,-3.1,-0.3,,nesmiaa01
189,Aaron Wiggins,27,OKC,SG,41,15,974,12.7,.563,.534,.135,2.9,12.5,7.9,10.6,2.0,2.3,12.5,19.5,0.1,1.7,1.8,.089,-0.6,0.7,0.1,0.5,,wiggiaa01
190,Precious Achiuwa,26,SAC,C,48,32,973,14.1,.535,.188,.257,10.1,20.3,15.0,8.1,2.0,2.4,9.1,15.4,0.7,0.7,1.4,.068,-1.4,-0.3,-1.7,0.1,,achiupr01
191,Kobe Sanders,23,LAC,SG,46,11,972,8.0,.554,.481,.189,2.9,11.1,7.1,11.6,1.3,0.6,17.8,15.9,-0.3,0.5,0.3,.014,-3.8,-0.9,-4.7,-0.6,,sandeko01
192,Joel Embiid,31,PHI,C,31,31,972,24.9,.606,.217,.476,7.2,19.4,13.2,22.1,1.0,3.2,11.9,33.7,2.3,1.0,3.3,.165,5.0,-0.3,4.7,1.6,,embiijo01
193,Justin Champagnie,24,WAS,SF,50,14,965,16.9,.588,.366,.248,11.8,19.8,15.8,8.1,2.0,2.6,8.8,15.7,1.6,0.7,2.3,.114,0.3,-1.0,-0.7,0.3,,champju01
194,Jordan Clarkson,33,NYK,SG,51,1,963,10.4,.537,.464,.180,4.6,5.6,5.1,9.8,1.1,0.8,10.9,21.4,0.3,0.7,1.0,.048,-2.3,-1.8,-4.1,-0.5,,clarkjo01
195,Jose Alvarado,27,2TM,PG,44,0,958,12.0,.566,.694,.097,1.8,12.0,6.8,19.9,2.2,0.5,13.6,16.4,0.7,0.6,1.3,.064,-1.2,-0.2,-1.4,0.1,,alvarjo01
195,Jose Alvarado,27,NOP,PG,41,0,896,11.2,.558,.689,.086,1.9,12.1,6.9,19.4,2.0,0.4,13.9,15.8,0.5,0.4,1.0,.052,-1.5,-0.6,-2.1,0.0,,alvarjo01
195,Jose Alvarado,27,NYK,PG,3,0,62,22.9,.643,.733,.200,0.0,10.8,5.3,26.9,5.5,1.6,10.9,25.0,0.2,0.1,0.3,.237,3.3,5.7,9.0,0.2,,alvarjo01
196,Malik Monk,27,SAC,SG,43,0,953,13.9,.569,.479,.167,1.4,9.1,5.1,17.8,1.4,1.6,11.7,23.7,0.4,0.2,0.6,.030,0.5,-1.8,-1.3,0.2,,monkma01
197,Collin Murray-Boyles,20,TOR,PF,43,19,953,15.1,.597,.179,.237,12.1,13.1,12.6,12.9,2.0,3.9,15.0,14.9,1.2,1.3,2.6,.130,-0.9,1.4,0.5,0.6,,murraco01
198,Herbert Jones,27,NOP,SF,33,33,949,9.2,.496,.518,.144,3.4,10.2,6.7,12.2,2.7,1.6,13.0,15.0,-0.2,0.6,0.4,.020,-3.8,0.5,-3.3,-0.3,,joneshe01
199,Dru Smith,28,MIA,SG,55,1,948,14.7,.536,.415,.335,5.1,10.3,7.7,20.5,3.9,1.6,13.0,15.5,1.0,1.7,2.6,.133,-1.4,3.7,2.3,1.0,,smithdr01
200,Bennedict Mathurin,23,2TM,SF,30,24,948,13.2,.580,.423,.412,2.8,15.9,9.2,11.2,1.2,0.5,12.6,23.1,0.4,0.7,1.0,.053,-1.1,-1.3,-2.4,-0.1,,mathube01
200,Bennedict Mathurin,23,IND,SF,28,24,891,12.9,.589,.436,.408,2.6,16.1,9.1,10.7,0.9,0.4,13.2,23.1,0.3,0.6,0.9,.049,-1.1,-1.7,-2.7,-0.2,,mathube01
200,Bennedict Mathurin,23,LAC,SF,2,0,57,17.1,.449,.217,.478,6.3,13.9,10.2,17.7,5.3,1.7,3.5,22.5,0.0,0.1,0.1,.112,-1.7,3.9,2.3,0.1,,mathube01
201,Day'Ron Sharpe,24,BRK,C,51,4,944,21.2,.650,.116,.487,16.4,26.3,21.1,20.2,2.9,2.0,19.7,19.2,1.9,1.3,3.3,.165,0.8,1.2,2.0,1.0,,sharpda01
202,Kevin Porter Jr.,25,MIL,PG,28,26,943,17.9,.559,.325,.309,2.9,14.4,8.7,33.5,3.2,1.3,17.2,24.6,0.8,1.1,1.9,.096,0.5,1.0,1.5,0.8,,porteke02
203,Cameron Johnson,29,DEN,SF,31,31,942,11.4,.611,.508,.218,2.7,10.4,6.8,9.8,1.1,0.8,8.8,14.9,1.2,0.4,1.6,.082,-0.6,-1.6,-2.2,0.0,,johnsca02
204,Ben Sheppard,24,IND,SG,44,14,939,8.8,.531,.631,.139,2.8,13.2,7.9,11.8,1.1,0.4,8.5,13.2,0.3,0.6,0.9,.047,-2.8,-0.3,-3.1,-0.3,,sheppbe01
205,Austin Reaves,27,LAL,SG,28,22,939,22.9,.665,.446,.538,2.5,14.8,8.8,28.1,1.4,0.6,14.9,29.1,2.9,0.6,3.5,.179,4.9,-0.9,4.0,1.4,,reaveau01
206,Will Richard,23,GSW,SG,49,15,937,11.7,.605,.623,.182,5.6,8.7,7.1,9.9,2.9,0.5,13.3,13.9,0.9,1.1,2.0,.101,-2.1,1.1,-0.9,0.3,,richawi02
207,Quinten Post,25,GSW,PF,55,32,936,13.3,.567,.654,.089,6.1,18.7,12.3,11.8,1.2,2.5,9.7,18.6,0.7,1.1,1.9,.095,-0.6,0.1,-0.5,0.4,,postqu01
208,Ryan Dunn,23,PHO,SF,48,11,934,11.2,.524,.460,.130,8.0,15.5,11.6,10.8,2.2,2.0,14.0,14.5,0.3,1.2,1.6,.081,-2.2,0.9,-1.3,0.2,,dunnry01
209,Dylan Harper,19,SAS,SG,43,0,933,15.0,.529,.264,.207,3.4,13.1,8.4,24.8,1.8,1.4,11.6,22.6,0.6,1.3,1.9,.097,-0.8,1.2,0.4,0.6,,harpedy01
210,Simone Fontecchio,30,MIA,SF,53,5,931,13.0,.553,.698,.218,4.9,14.5,9.6,11.9,1.4,0.9,9.1,19.9,0.7,1.1,1.8,.095,0.0,0.0,0.0,0.5,,fontesi01
211,RJ Barrett,25,TOR,SF,31,31,914,17.1,.578,.366,.345,3.5,16.5,9.9,18.8,1.3,1.0,9.8,25.7,1.0,1.1,2.1,.110,1.3,-0.6,0.6,0.6,,barrerj01
212,Yves Missi,21,NOP,C,47,7,907,15.0,.551,.005,.310,16.0,15.6,15.8,8.5,0.8,6.8,13.1,12.7,1.2,0.6,1.8,.096,-1.5,-0.8,-2.3,-0.1,,missiyv01
213,Franz Wagner,24,ORL,SF,28,26,891,19.6,.591,.269,.407,5.0,15.3,10.1,18.3,1.6,0.9,8.7,26.2,1.7,0.9,2.6,.143,2.8,-0.1,2.7,1.1,,wagnefr01
214,Jordan Walsh,21,BOS,PF,48,20,886,14.0,.619,.432,.226,8.9,16.9,12.9,6.0,2.3,2.6,10.3,11.9,1.5,1.4,2.9,.157,-1.2,1.4,0.2,0.5,,walshjo01
215,Gradey Dick,22,TOR,SG,55,1,885,10.6,.552,.519,.241,4.4,10.9,7.6,5.7,2.0,0.6,8.9,17.3,0.4,1.0,1.3,.073,-2.9,-0.4,-3.2,-0.3,,dickgr01
216,Bilal Coulibaly,21,WAS,SG,33,33,884,11.2,.510,.413,.394,3.4,14.1,8.7,12.7,2.5,3.0,13.7,17.2,-0.2,0.6,0.4,.021,-3.6,0.1,-3.5,-0.3,,coulibi01
217,Jalen Suggs,24,ORL,PG,33,33,880,17.6,.569,.532,.230,3.0,13.9,8.4,31.3,3.6,2.5,16.9,23.5,0.6,1.4,2.0,.108,1.3,2.3,3.7,1.3,,suggsja01
218,Craig Porter Jr.,25,CLE,PG,49,2,876,14.3,.529,.343,.164,8.3,12.6,10.4,22.1,2.7,3.2,16.6,12.2,1.1,1.2,2.3,.127,0.3,2.4,2.7,1.0,,portecr01
219,Giannis Antetokounmpo,31,MIL,PF,30,30,876,33.6,.679,.078,.612,10.9,27.5,19.3,38.6,1.5,2.5,13.9,36.3,3.7,1.1,4.8,.264,8.1,2.3,10.4,2.8,,antetgi01
